ESG,Myopia,IndivF,OrgF,TechF,EnvF,FC,SubstDig,StratDig,OpPerf,ESG_x_Myopia,ESG_x_IndivF,lnSize,Age,ROA,Leverage,SA_index
0.8020044081765466,1.0035759735905307,-0.444574981744773,1.2568234294197589,-0.17704531173798618,-0.761794893841656,0.20644373980941247,-2.1989970806723838,-1.478270308658431,-0.5307452203038531,0.8089882999765126,-0.3545281561953077,0.4143810666567471,0.898611402483163,0.054448174542030374,-0.26740558022102334,-1.0274545187984976
-0.14398341649627833,-1.117563123998945,-0.9832015417685139,-0.6707471420920322,0.10273108283056347,1.0155501746859485,1.0946220995777007,-1.2687577088779685,1.5129747284043038,-1.0436863350529761,0.14866256303397607,0.1227008423073636,0.7259133538457616,-0.2674818293750486,1.426320876265458,0.8092000951558039,-0.24598899873295507
1.1384156151850324,-0.3627846298966592,0.45635419285277695,-1.319656369463213,-0.5564314593474001,-1.0961536298633747,-0.4657379374475619,1.0630062258767259,-0.010580781816346677,-0.19196289150857432,-0.43983151568019385,0.4848085479605445,1.1807927002066234,0.5292831278256183,0.041938862516345966,2.6879702334651228,-1.1350109990294706
0.5564678524076753,-1.117563123998945,1.0227992378445767,1.6821495581191441,-1.8308723369192166,-0.7824059851772377,0.5758968275331863,-0.9680242164869924,0.34659673975269983,0.008602149930129784,-0.65402791247796,0.5323614624437578,-1.2195675896384994,0.550970482645824,-0.7282923875338417,-1.1252890631402235,0.31563742271755335
-1.3572342225787604,-1.0205604731559013,-1.7914367979518708,-1.1050451701311608,0.3453960856834306,0.12741324699879117,0.30429987749602844,-0.6921012635798949,-0.6361270350546853,-0.8328253357467793,1.404000919928889,2.3165189306984675,0.7555032834860926,-0.8462584952077962,-0.20999827844936678,-0.5502519070258911,0.21191323340282445
2.0749326906624006,-0.04428254172047415,-0.15478579577997073,-0.9288406259172248,-0.28613303436761844,-0.8227704830243832,0.15421704365516375,0.3610704538803127,-1.6788126156895447,0.27957149629198563,-0.11055512027000566,-0.320630751668368,-0.3214824758091581,-0.8983869187464291,-1.3000658320161191,-1.162234828148265,0.8894868536609583
0.758174927500536,-0.6039801889370603,1.239278985806859,-0.612214370727779,0.44605223711356534,-1.021305252766514,0.5903364475494909,1.7618808440009182,-0.07972095231250842,1.644461639553586,-0.48589601679928185,0.8872638595886899,-2.6013399847401875,0.6168480797628068,0.4386907938222647,1.3145920135227918,1.3527680778099893
0.8447219996676029,0.07121312800013314,0.6729879691626223,0.0446081979137678,-1.2223020120277488,0.16629814701642012,2.0258306837692306,-0.6290570834518853,0.3794125421628616,-0.6803698554399495,0.04534697493379181,0.5317222849691031,-2.2032284888217313,-1.1053595100591254,0.6211845037223777,-0.8902355137612383,2.4300972229568263
-1.1691251930035775,-0.22684678723262727,2.126153934570278,1.1950376771863118,-2.143369586964567,-0.35251855159743783,0.9066910669252631,-0.4809013473151875,0.7719348143778922,-0.8470530823125264,0.25561474819161834,-2.3944367987223334,-1.0640297009319788,-1.0936757207151564,2.488057295166282,-0.7851533632820298,1.5506635694467545
-0.11356247667484158,0.44588760194848,0.05893165133280177,0.706701454756518,-0.6553316277387152,0.33566958532120356,-2.0999366593696025,0.4598514356566153,-0.2629501025477163,0.5282788642709882,-0.06825978034684417,-0.019339633745202135,0.5259924941018206,2.8169493005580044,-0.5824599128902604,1.1486129829773288,-2.6612806988502573
-0.32772560476076296,-0.7061961974842026,0.40482666369973536,0.5408646123242764,-0.06638010295028704,1.387584996028796,-0.8662432199733866,0.7356002634425688,-2.261974549177686,-0.19171436398057554,0.22098279440202423,-0.14003673958293822,0.09760845353410201,-1.2499733571319562,-0.23076822757425886,-0.320128969694623,0.9173327160443235
1.5332828290224083,-0.8348802287221351,-0.5611593501042055,-1.0170815971237739,-0.23110285870717626,-1.0733661145636886,0.19441970162924208,-0.1609774430091509,-1.6645012425570018,-0.18480152758955173,-1.3289737280283807,-0.8372651745018119,0.1700284910451991,0.8390079146531556,-0.536688257495723,0.4634460422239519,-0.8363329849974561
0.40185556680330947,-0.5660491244714275,1.592699694262799,-0.417240745778838,0.9435346303975854,1.3951007046267268,-0.7558239370740727,2.00855089486613,2.1711118118202504,0.3866445465297046,-0.24958725968885226,0.6002696763604689,1.982990629248471,-0.4878800388710731,0.24595495195561387,0.3360473302513505,-0.6720991669879356
